label,target,rf_probability,rf_prediction,if_score,if_prediction,hybrid_prediction,hybrid_decision
apache2,1,0.485,1,-0.0022075449717762208,0,1,ATTACK
smurf,1,1.0,1,0.05386016699194085,0,1,ATTACK
back,1,0.865,1,0.12305787814211988,0,1,ATTACK
satan,1,1.0,1,-0.134125970464135,1,1,ATTACK
warezmaster,1,0.57,1,0.07142209201330924,0,1,ATTACK
normal,0,0.165,0,0.013187985429916116,0,0,NORMAL
normal,0,0.06,0,0.05409404403291612,0,0,NORMAL
mailbomb,1,0.035,0,0.10939769966614005,0,0,NORMAL
neptune,1,1.0,1,-0.10395281284604385,1,1,ATTACK
mailbomb,1,0.02,0,0.13316500583493307,0,0,NORMAL
neptune,1,1.0,1,-0.10651901400897201,1,1,ATTACK
normal,0,0.0,0,0.17819490697596085,0,0,NORMAL
snmpguess,1,0.19,0,0.08904347637259219,0,0,NORMAL
mscan,1,0.425,1,0.029607502031916977,0,1,ATTACK
portsweep,1,0.96,1,-0.06677006370863059,0,1,ATTACK
normal,0,0.0,0,0.1779946230263052,0,0,NORMAL
processtable,1,0.195,0,-0.0427606673373605,0,0,NORMAL
loadmodule,1,0.365,0,0.014389745270818544,0,0,NORMAL
normal,0,0.0,0,0.15998178923049156,0,0,NORMAL
normal,0,0.0,0,0.17935938827099385,0,0,NORMAL
neptune,1,1.0,1,-0.0973401524085753,0,1,ATTACK
normal,0,0.0,0,0.17598273544345044,0,0,NORMAL
snmpguess,1,0.105,0,0.0900675819079717,0,0,NORMAL
neptune,1,1.0,1,-0.07275644593052466,0,1,ATTACK
snmpguess,1,0.155,0,0.09140560536982328,0,0,NORMAL
processtable,1,0.165,0,0.02887755138995135,0,0,NORMAL
normal,0,0.0,0,0.17893148801305048,0,0,NORMAL
neptune,1,0.94,1,-0.1099174210629178,1,1,ATTACK
guess_passwd,1,0.215,0,0.08622484552125281,0,0,NORMAL
normal,0,0.0,0,0.18118920225639867,0,0,NORMAL
normal,0,0.0,0,0.1714936698135836,0,0,NORMAL
normal,0,0.0,0,0.17758382479778262,0,0,NORMAL
normal,0,0.0,0,0.11307555742777581,0,0,NORMAL
normal,0,0.735,1,0.05192416328557353,0,1,ATTACK
mscan,1,0.2,0,-0.0413303331888899,0,0,NORMAL
normal,0,0.0,0,0.17258246824372608,0,0,NORMAL
normal,0,0.0,0,0.09384568839265212,0,0,NORMAL
guess_passwd,1,0.13,0,0.08267596677985761,0,0,NORMAL
neptune,1,1.0,1,-0.07037793874169684,0,1,ATTACK
normal,0,0.19,0,0.013685683564319595,0,0,NORMAL
normal,0,0.0,0,0.16989742769947985,0,0,NORMAL
normal,0,0.0,0,0.13592507038127055,0,0,NORMAL
satan,1,1.0,1,-0.14005669997809866,1,1,ATTACK
normal,0,0.0,0,0.18105299743407177,0,0,NORMAL
guess_passwd,1,0.095,0,0.08493418264837815,0,0,NORMAL
warezmaster,1,0.06,0,0.09156848667403833,0,0,NORMAL
normal,0,0.0,0,0.15859077098295848,0,0,NORMAL
apache2,1,0.445,1,-0.0830712209581741,0,1,ATTACK
mscan,1,0.445,1,-0.10272270237799996,1,1,ATTACK
normal,0,0.19,0,0.020907144411926204,0,0,NORMAL
neptune,1,1.0,1,-0.07890071208273564,0,1,ATTACK
normal,0,0.0,0,0.1400740167903085,0,0,NORMAL
neptune,1,1.0,1,-0.07647074771756257,0,1,ATTACK
normal,0,0.0,0,0.17900927230055047,0,0,NORMAL
normal,0,0.0,0,0.13899894383688405,0,0,NORMAL
normal,0,0.0,0,0.10438026328144023,0,0,NORMAL
normal,0,0.195,0,0.01894845387279609,0,0,NORMAL
normal,0,0.0,0,0.1738572816976709,0,0,NORMAL
normal,0,0.0,0,0.1555990667939457,0,0,NORMAL
normal,0,0.0,0,0.16094260592117926,0,0,NORMAL
smurf,1,1.0,1,0.06404951748730159,0,1,ATTACK
normal,0,0.0,0,0.10792939625266978,0,0,NORMAL
normal,0,0.0,0,0.18138164895526587,0,0,NORMAL
normal,0,0.0,0,0.11269283267695973,0,0,NORMAL
normal,0,0.0,0,0.17952572153863022,0,0,NORMAL
normal,0,0.0,0,0.17360962424225912,0,0,NORMAL
neptune,1,1.0,1,-0.08461088287646834,0,1,ATTACK
neptune,1,1.0,1,-0.07320333190527906,0,1,ATTACK
satan,1,1.0,1,-0.14213968371762697,1,1,ATTACK
neptune,1,0.995,1,-0.09869271296611015,0,1,ATTACK
normal,0,0.145,0,0.1363437431401881,0,0,NORMAL
normal,0,0.0,0,0.17626233763265192,0,0,NORMAL
neptune,1,0.995,1,-0.09334375307529419,0,1,ATTACK
normal,0,0.0,0,0.17763345120826457,0,0,NORMAL
normal,0,0.215,0,0.02670979010222696,0,0,NORMAL
normal,0,0.0,0,0.09098949624861341,0,0,NORMAL
neptune,1,1.0,1,-0.08732159135204864,0,1,ATTACK
normal,0,0.0,0,0.14166753163901252,0,0,NORMAL
satan,1,0.85,1,-0.051004542252464535,0,1,ATTACK
neptune,1,1.0,1,-0.07311332600074028,0,1,ATTACK
normal,0,0.0,0,0.17718321052843727,0,0,NORMAL
neptune,1,1.0,1,-0.07671016770814809,0,1,ATTACK
processtable,1,0.43,1,0.019342431823006045,0,1,ATTACK
normal,0,0.0,0,0.17974818588255576,0,0,NORMAL
neptune,1,1.0,1,-0.06294353795855623,0,1,ATTACK
neptune,1,1.0,1,-0.09090925551652906,0,1,ATTACK
normal,0,0.0,0,0.17639341924761726,0,0,NORMAL
httptunnel,1,0.455,1,-0.0554972214569851,0,1,ATTACK
apache2,1,0.395,0,-0.08916925616735516,0,0,NORMAL
guess_passwd,1,0.04666666666666666,0,0.1373471587000764,0,0,NORMAL
mscan,1,0.48,1,-0.07938521610878546,0,1,ATTACK
neptune,1,1.0,1,-0.08546983923079043,0,1,ATTACK
neptune,1,1.0,1,-0.0875112996077424,0,1,ATTACK
normal,0,0.0,0,0.18032399412707428,0,0,NORMAL
normal,0,0.0,0,0.17233420556793344,0,0,NORMAL
neptune,1,1.0,1,-0.06062687787710286,0,1,ATTACK
warezmaster,1,0.63,1,0.046760320515932874,0,1,ATTACK
normal,0,0.0,0,0.17708449838276236,0,0,NORMAL
normal,0,0.0,0,0.16587526169785605,0,0,NORMAL
smurf,1,1.0,1,0.04974637957009781,0,1,ATTACK
normal,0,0.0,0,0.08897355252501937,0,0,NORMAL
portsweep,1,1.0,1,-0.08669285627800716,0,1,ATTACK
normal,0,0.0,0,0.17313113029772964,0,0,NORMAL
apache2,1,0.36,0,-0.08397924314561456,0,0,NORMAL
normal,0,0.0,0,0.1711305374846266,0,0,NORMAL
normal,0,0.0,0,0.17395541735724052,0,0,NORMAL
neptune,1,1.0,1,-0.0835196271666615,0,1,ATTACK
satan,1,1.0,1,-0.140938316217874,1,1,ATTACK
mscan,1,0.6,1,-0.08552648280165376,0,1,ATTACK
normal,0,0.0,0,0.06067199035805887,0,0,NORMAL
neptune,1,1.0,1,-0.0821307603789192,0,1,ATTACK
mscan,1,0.225,0,-0.033256687137807606,0,0,NORMAL
mscan,1,0.65,1,-0.0881010546029457,0,1,ATTACK
guess_passwd,1,0.055,0,0.14868221976960555,0,0,NORMAL
portsweep,1,1.0,1,-0.06836047107895082,0,1,ATTACK
neptune,1,0.925,1,-0.08790976837434328,0,1,ATTACK
normal,0,0.01,0,0.06508488760734299,0,0,NORMAL
normal,0,0.19,0,0.02123118244945371,0,0,NORMAL
neptune,1,0.995,1,-0.09617899097028326,0,1,ATTACK
smurf,1,0.975,1,0.004207350014760691,0,1,ATTACK
neptune,1,1.0,1,-0.06372282947446384,0,1,ATTACK
normal,0,0.0,0,0.17804237402253775,0,0,NORMAL
guess_passwd,1,0.115,0,-0.017831280151411555,0,0,NORMAL
normal,0,0.0,0,0.1749183259833113,0,0,NORMAL
warezmaster,1,0.585,1,0.06971641638099646,0,1,ATTACK
normal,0,0.0,0,0.18048817711729648,0,0,NORMAL
guess_passwd,1,0.04666666666666666,0,0.14690671052431226,0,0,NORMAL
snmpguess,1,0.1225,0,0.09012799019089712,0,0,NORMAL
neptune,1,0.99,1,-0.08388544961582267,0,1,ATTACK
neptune,1,1.0,1,-0.07564576210265483,0,1,ATTACK
neptune,1,1.0,1,-0.0599804760017445,0,1,ATTACK
normal,0,0.0,0,0.17189122451274202,0,0,NORMAL
neptune,1,1.0,1,-0.10713239369429606,1,1,ATTACK
mscan,1,0.98,1,-0.041718416741047704,0,1,ATTACK
ps,1,0.28,0,0.10987898497403426,0,0,NORMAL
normal,0,0.0,0,0.15342798075984526,0,0,NORMAL
normal,0,0.0,0,0.17964022404158886,0,0,NORMAL
neptune,1,1.0,1,-0.07796864367370271,0,1,ATTACK
warezmaster,1,0.075,0,0.07917486273821245,0,0,NORMAL
normal,0,0.0,0,0.15941565672461655,0,0,NORMAL
neptune,1,1.0,1,-0.08366930306531173,0,1,ATTACK
neptune,1,1.0,1,-0.10427224691742032,1,1,ATTACK
satan,1,1.0,1,-0.12857579920095252,1,1,ATTACK
mailbomb,1,0.02,0,0.13922762055674642,0,0,NORMAL
normal,0,0.02,0,0.10195459839531085,0,0,NORMAL
normal,0,0.975,1,-0.03826335734105635,0,1,ATTACK
normal,0,0.0,0,0.16936530616555512,0,0,NORMAL
normal,0,0.0,0,0.12801873696008137,0,0,NORMAL
satan,1,0.85,1,-0.04145715252408588,0,1,ATTACK
neptune,1,1.0,1,-0.05862144625201049,0,1,ATTACK
guess_passwd,1,0.035,0,0.14386152564471194,0,0,NORMAL
guess_passwd,1,0.09,0,0.10832300575720472,0,0,NORMAL
mscan,1,0.44,1,-0.07447883342324779,0,1,ATTACK
normal,0,0.0,0,0.17193775141175927,0,0,NORMAL
neptune,1,1.0,1,-0.0843271379836813,0,1,ATTACK
mailbomb,1,0.03,0,0.10126405155391072,0,0,NORMAL
normal,0,0.0,0,0.08943144410231102,0,0,NORMAL
neptune,1,1.0,1,-0.07940965263842481,0,1,ATTACK
processtable,1,0.11,0,0.02859724117829271,0,0,NORMAL
normal,0,0.0,0,0.16414658207903893,0,0,NORMAL
neptune,1,1.0,1,-0.07659512028852522,0,1,ATTACK
mscan,1,0.6,1,-0.12244858670416725,1,1,ATTACK
normal,0,0.0,0,0.18149199068507926,0,0,NORMAL
satan,1,1.0,1,-0.13428526785774508,1,1,ATTACK
smurf,1,1.0,1,0.0507721309814167,0,1,ATTACK
ipsweep,1,1.0,1,0.015212116376304263,0,1,ATTACK
smurf,1,0.9,1,0.010088501488882518,0,1,ATTACK
normal,0,0.0,0,0.1001630859409895,0,0,NORMAL
normal,0,0.0,0,0.16052392566643386,0,0,NORMAL
normal,0,0.0,0,0.16185717098018138,0,0,NORMAL
satan,1,1.0,1,-0.14213968371762697,1,1,ATTACK
normal,0,0.0,0,0.17923637322584773,0,0,NORMAL
normal,0,0.0,0,0.16970343680027378,0,0,NORMAL
normal,0,0.0,0,0.12305786638559058,0,0,NORMAL
smurf,1,0.91,1,0.04540387147979846,0,1,ATTACK
normal,0,0.0,0,0.11570349935560009,0,0,NORMAL
normal,0,0.0,0,0.17707974140890181,0,0,NORMAL
normal,0,0.0,0,0.18122893151696823,0,0,NORMAL
normal,0,0.0,0,0.16611689881580755,0,0,NORMAL
neptune,1,1.0,1,-0.08124636178224098,0,1,ATTACK
normal,0,0.0,0,0.1811270537888393,0,0,NORMAL
mscan,1,0.435,1,-0.041355908645764994,0,1,ATTACK
neptune,1,1.0,1,-0.0980285003791882,0,1,ATTACK
smurf,1,1.0,1,0.04375168205176855,0,1,ATTACK
normal,0,0.0,0,0.18105299452076296,0,0,NORMAL
normal,0,0.0,0,0.180373617205414,0,0,NORMAL
normal,0,0.0,0,0.1701147548370529,0,0,NORMAL
mscan,1,0.28,0,-0.03863610377318394,0,0,NORMAL
neptune,1,1.0,1,-0.08762258344373475,0,1,ATTACK
warezmaster,1,0.065,0,0.07189037527141706,0,0,NORMAL
satan,1,0.85,1,-0.05400841676073331,0,1,ATTACK
neptune,1,1.0,1,-0.07870490705456334,0,1,ATTACK
neptune,1,1.0,1,-0.07055177116106937,0,1,ATTACK
guess_passwd,1,0.02,0,0.14779789726540243,0,0,NORMAL
normal,0,0.0,0,0.1682655383567393,0,0,NORMAL
httptunnel,1,0.18,0,-0.029161758036637786,0,0,NORMAL
neptune,1,1.0,1,-0.05302921052835352,0,1,ATTACK
neptune,1,1.0,1,-0.08070094629888869,0,1,ATTACK
neptune,1,1.0,1,-0.05701632604301854,0,1,ATTACK
neptune,1,1.0,1,-0.0929709825592675,0,1,ATTACK
normal,0,0.0,0,0.18105299452076296,0,0,NORMAL
neptune,1,1.0,1,-0.07296685624881527,0,1,ATTACK
normal,0,0.0,0,0.1793712709696047,0,0,NORMAL
guess_passwd,1,0.105,0,0.08514005732839824,0,0,NORMAL
neptune,1,1.0,1,-0.07484794414729601,0,1,ATTACK
neptune,1,1.0,1,-0.07649963100651191,0,1,ATTACK
normal,0,0.0,0,0.12675779090448502,0,0,NORMAL
smurf,1,1.0,1,0.013604526074911472,0,1,ATTACK
normal,0,0.43,1,-0.057902044160218824,0,1,ATTACK
normal,0,0.0,0,0.1771625808559712,0,0,NORMAL
smurf,1,0.825,1,-0.008803825070879512,0,1,ATTACK
neptune,1,1.0,1,-0.07242104552600448,0,1,ATTACK
smurf,1,1.0,1,0.013230257100957099,0,1,ATTACK
guess_passwd,1,0.145,0,0.08441149723414698,0,0,NORMAL
neptune,1,1.0,1,-0.07485124126645215,0,1,ATTACK
normal,0,0.0,0,0.17278864252843212,0,0,NORMAL
neptune,1,1.0,1,-0.10377868694308423,1,1,ATTACK
snmpguess,1,0.1375,0,0.09099375912232027,0,0,NORMAL
normal,0,0.0,0,0.17865844336732367,0,0,NORMAL
neptune,1,1.0,1,-0.05564971745722258,0,1,ATTACK
satan,1,0.945,1,-0.041365819832095085,0,1,ATTACK
apache2,1,0.275,0,-0.07009856913515156,0,0,NORMAL
mscan,1,0.49,1,-0.10467793051941998,1,1,ATTACK
normal,0,0.0,0,0.1809131043213812,0,0,NORMAL
neptune,1,1.0,1,-0.08154026751006571,0,1,ATTACK
normal,0,0.0,0,0.1076390707423846,0,0,NORMAL
apache2,1,0.32,0,-0.078831242612031,0,0,NORMAL
processtable,1,0.21,0,-0.04093172748608953,0,0,NORMAL
processtable,1,0.3,0,-0.0689487362711011,0,0,NORMAL
smurf,1,1.0,1,0.03174283496726876,0,1,ATTACK
neptune,1,1.0,1,-0.08124636178224098,0,1,ATTACK
guess_passwd,1,0.145,0,0.10769462486379694,0,0,NORMAL
neptune,1,1.0,1,-0.09200247082064872,0,1,ATTACK
neptune,1,1.0,1,-0.07940965263842481,0,1,ATTACK
processtable,1,0.095,0,0.013157048834657903,0,0,NORMAL
mailbomb,1,0.045,0,0.11319862791727092,0,0,NORMAL
neptune,1,1.0,1,-0.07660138755006074,0,1,ATTACK
normal,0,0.0,0,0.18007600897619347,0,0,NORMAL
processtable,1,0.205,0,0.02682974236604191,0,0,NORMAL
neptune,1,1.0,1,-0.0753461037075761,0,1,ATTACK
back,1,0.95,1,0.11138167113276853,0,1,ATTACK
normal,0,0.15,0,0.05756022894649537,0,0,NORMAL
normal,0,0.0,0,0.17199944340729456,0,0,NORMAL
processtable,1,0.16,0,-0.022396748413739953,0,0,NORMAL
normal,0,0.0,0,0.1494579458245356,0,0,NORMAL
normal,0,0.0,0,0.18017173494404937,0,0,NORMAL
back,1,0.735,1,0.12927674596343486,0,1,ATTACK
mscan,1,0.96125,1,-0.06666149403738897,0,1,ATTACK
normal,0,0.2,0,0.019108791058287056,0,0,NORMAL
normal,0,0.0,0,0.08530740705648765,0,0,NORMAL
normal,0,0.0,0,0.16760023355139575,0,0,NORMAL
mscan,1,0.315,0,-0.07238404949854127,0,0,NORMAL
normal,0,0.0,0,0.1776647018985954,0,0,NORMAL
normal,0,0.0,0,0.16549419075320232,0,0,NORMAL
normal,0,0.975,1,-0.023541800245273303,0,1,ATTACK
satan,1,0.995,1,-0.11476800870777026,1,1,ATTACK
saint,1,0.965,1,-0.01791203402153929,0,1,ATTACK
normal,0,0.0,0,0.17337850488872442,0,0,NORMAL
apache2,1,0.515,1,-0.022761484515086194,0,1,ATTACK
normal,0,0.005,0,0.09510388787170743,0,0,NORMAL
normal,0,0.0,0,0.17722246179835704,0,0,NORMAL
neptune,1,0.735,1,-0.08571825086149876,0,1,ATTACK
normal,0,0.0,0,0.1763194353158179,0,0,NORMAL
normal,0,0.0,0,0.17496296114465715,0,0,NORMAL
smurf,1,0.965,1,0.013297355640031872,0,1,ATTACK
normal,0,0.0,0,0.0911526624610352,0,0,NORMAL
normal,0,0.0,0,0.18077689547434722,0,0,NORMAL
smurf,1,1.0,1,0.04974637957009781,0,1,ATTACK
normal,0,0.0,0,0.17168779354329555,0,0,NORMAL
smurf,1,0.825,1,-0.005580969482639309,0,1,ATTACK
normal,0,0.0,0,0.1709589104450192,0,0,NORMAL
guess_passwd,1,0.07,0,0.15120540986833914,0,0,NORMAL
mscan,1,0.425,1,-0.08571257526474552,0,1,ATTACK
mscan,1,0.285,0,-0.05762299490080547,0,0,NORMAL
normal,0,0.73,1,0.049309056064572476,0,1,ATTACK
normal,0,0.0,0,0.16740377571959686,0,0,NORMAL
normal,0,0.0,0,0.10372293518658815,0,0,NORMAL
neptune,1,1.0,1,-0.07247252274678562,0,1,ATTACK
normal,0,0.0,0,0.1752746477103559,0,0,NORMAL
neptune,1,0.9,1,-0.08892604993813569,0,1,ATTACK
mscan,1,0.795,1,-0.09226019538590324,0,1,ATTACK
multihop,1,0.10833333333333332,0,0.04350532749633845,0,0,NORMAL
normal,0,0.0,0,0.1693076793231238,0,0,NORMAL
saint,1,0.965,1,-0.010897792601527567,0,1,ATTACK
warezmaster,1,0.11,0,0.07686765495486952,0,0,NORMAL
normal,0,0.0,0,0.17468171422914525,0,0,NORMAL
back,1,0.99,1,0.018173664891952157,0,1,ATTACK
normal,0,0.0,0,0.17961914982842386,0,0,NORMAL
apache2,1,0.295,0,-0.07198275281641076,0,0,NORMAL
normal,0,0.005,0,0.12653759727688696,0,0,NORMAL
guess_passwd,1,0.1,0,0.11694100069365437,0,0,NORMAL
neptune,1,1.0,1,-0.06915949821807854,0,1,ATTACK
normal,0,0.0,0,0.11673771883023065,0,0,NORMAL
normal,0,0.0,0,0.17948071689486916,0,0,NORMAL
normal,0,0.215,0,0.01894845387279609,0,0,NORMAL
neptune,1,1.0,1,-0.06523091644873302,0,1,ATTACK
normal,0,0.995,1,-0.04447523942612541,0,1,ATTACK
normal,0,0.005,0,0.07969383920095524,0,0,NORMAL
normal,0,0.0,0,0.1669378006036612,0,0,NORMAL
normal,0,0.0,0,0.17587618832846286,0,0,NORMAL
neptune,1,1.0,1,-0.10189427948978691,1,1,ATTACK
normal,0,0.0,0,0.1767967619400443,0,0,NORMAL
neptune,1,1.0,1,-0.07348256648455387,0,1,ATTACK
normal,0,0.0,0,0.18153627079167534,0,0,NORMAL
normal,0,0.0,0,0.14705393215359303,0,0,NORMAL
mscan,1,0.17,0,0.032807534710025954,0,0,NORMAL
normal,0,0.0,0,0.1582308139403546,0,0,NORMAL
neptune,1,1.0,1,-0.06384818042754281,0,1,ATTACK
warezmaster,1,0.005,0,0.11575848830742969,0,0,NORMAL
warezmaster,1,0.245,0,-0.0036008563384888337,0,0,NORMAL
normal,0,0.0,0,0.10567533390562922,0,0,NORMAL
nmap,1,0.995,1,-0.07842572307267548,0,1,ATTACK
processtable,1,0.11,0,0.03750048916872811,0,0,NORMAL
mscan,1,0.305,0,-0.05686727107800149,0,0,NORMAL
apache2,1,0.515,1,0.0032965317332137034,0,1,ATTACK
warezmaster,1,0.33,0,0.1091208426165205,0,0,NORMAL
normal,0,0.015,0,0.08925155333813573,0,0,NORMAL
back,1,0.845,1,0.11585701297202616,0,1,ATTACK
normal,0,0.0,0,0.1735148361516442,0,0,NORMAL
normal,0,0.0,0,0.18140090381695384,0,0,NORMAL
neptune,1,1.0,1,-0.05355097757362692,0,1,ATTACK
apache2,1,0.54,1,-0.03862769166159352,0,1,ATTACK
neptune,1,1.0,1,-0.06085591413992486,0,1,ATTACK
normal,0,0.0,0,0.1811560493929275,0,0,NORMAL
processtable,1,0.245,0,0.010238089313944543,0,0,NORMAL
normal,0,0.0,0,0.17019028708949163,0,0,NORMAL
neptune,1,1.0,1,-0.06104567995447041,0,1,ATTACK
portsweep,1,1.0,1,-0.07370840284968405,0,1,ATTACK
normal,0,0.305,0,0.0634715781401749,0,0,NORMAL
processtable,1,0.29,0,-0.06504823255371928,0,0,NORMAL
neptune,1,1.0,1,-0.10406786032424153,1,1,ATTACK
neptune,1,1.0,1,-0.06800924264036812,0,1,ATTACK
smurf,1,1.0,1,0.04540387147979846,0,1,ATTACK
guess_passwd,1,0.13,0,0.10404098598063916,0,0,NORMAL
neptune,1,1.0,1,-0.0557698718342835,0,1,ATTACK
apache2,1,0.54,1,-0.03311865705949668,0,1,ATTACK
neptune,1,1.0,1,-0.04985600783198474,0,1,ATTACK
normal,0,0.195,0,0.06416293630205372,0,0,NORMAL
mscan,1,0.33,0,-0.08252289788924783,0,0,NORMAL
processtable,1,0.235,0,-0.038556974086846996,0,0,NORMAL
warezmaster,1,0.64,1,0.06935716566734207,0,1,ATTACK
mailbomb,1,0.075,0,0.08047800167111441,0,0,NORMAL
normal,0,0.0,0,0.18062539837521596,0,0,NORMAL
neptune,1,1.0,1,-0.0790729510847914,0,1,ATTACK
warezmaster,1,0.07,0,0.0745906145961387,0,0,NORMAL
normal,0,0.0,0,0.17835316116388278,0,0,NORMAL
normal,0,0.0,0,0.041187252700333854,0,0,NORMAL
normal,0,0.0,0,0.17843482014199524,0,0,NORMAL
processtable,1,0.24,0,0.02072274149890868,0,0,NORMAL
normal,0,0.0,0,0.16561039933481736,0,0,NORMAL
normal,0,0.0,0,0.17899800617170608,0,0,NORMAL
normal,0,0.025,0,0.08124128117042706,0,0,NORMAL
normal,0,0.0,0,0.17526024363313886,0,0,NORMAL
guess_passwd,1,0.06,0,0.1433604590902539,0,0,NORMAL
neptune,1,1.0,1,-0.061615362729031564,0,1,ATTACK
processtable,1,0.125,0,0.03509404336740224,0,0,NORMAL
normal,0,1.0,1,0.07313128962622834,0,1,ATTACK
neptune,1,1.0,1,-0.07223876453302747,0,1,ATTACK
snmpguess,1,0.19,0,0.0892937595824762,0,0,NORMAL
normal,0,0.0,0,0.11166523445955728,0,0,NORMAL
normal,0,0.0,0,0.1792291218622868,0,0,NORMAL
normal,0,0.0,0,0.1523323218735047,0,0,NORMAL
normal,0,0.0,0,0.1639670621883879,0,0,NORMAL
neptune,1,0.995,1,-0.08839483630215383,0,1,ATTACK
apache2,1,0.57,1,-0.03121586225972739,0,1,ATTACK
satan,1,1.0,1,-0.13326846886153498,1,1,ATTACK
neptune,1,1.0,1,-0.08167270727585574,0,1,ATTACK
normal,0,0.0,0,0.1711493449894702,0,0,NORMAL
normal,0,0.3,0,-0.030145955700269123,0,0,NORMAL
guess_passwd,1,0.195,0,-0.0028928358275757127,0,0,NORMAL
neptune,1,1.0,1,-0.0793274431073423,0,1,ATTACK
smurf,1,0.975,1,0.007520278626031163,0,1,ATTACK
guess_passwd,1,0.035,0,0.15333979984609214,0,0,NORMAL
normal,0,0.0,0,0.17888644499875417,0,0,NORMAL
warezmaster,1,0.285,0,0.10486780754969094,0,0,NORMAL
smurf,1,1.0,1,0.013230257100957099,0,1,ATTACK
normal,0,0.0,0,0.17145391664102744,0,0,NORMAL
neptune,1,1.0,1,-0.10238029595409925,1,1,ATTACK
normal,0,0.0,0,0.11916503809028511,0,0,NORMAL
neptune,1,1.0,1,-0.09215374885964067,0,1,ATTACK
processtable,1,0.305,0,-0.06010903539472867,0,0,NORMAL
processtable,1,0.1,0,0.01576034475908855,0,0,NORMAL
neptune,1,0.995,1,-0.07778754982104441,0,1,ATTACK
normal,0,0.0,0,0.16915079057161264,0,0,NORMAL
normal,0,0.0,0,0.1604694044424751,0,0,NORMAL
normal,0,0.0,0,0.1743562807180184,0,0,NORMAL
neptune,1,1.0,1,-0.08049547073719587,0,1,ATTACK
normal,0,0.0,0,0.17474612700357012,0,0,NORMAL
neptune,1,1.0,1,-0.07262093836958317,0,1,ATTACK
normal,0,0.0,0,0.11596275686505325,0,0,NORMAL
normal,0,0.0,0,0.16775280016410005,0,0,NORMAL
normal,0,0.0,0,0.13413063148594084,0,0,NORMAL
saint,1,1.0,1,-0.15354327148280555,1,1,ATTACK
apache2,1,0.415,1,-0.02786425797858605,0,1,ATTACK
neptune,1,1.0,1,-0.07146318170025967,0,1,ATTACK
guess_passwd,1,0.05,0,0.14349485317980754,0,0,NORMAL
normal,0,0.0,0,0.1788745313749987,0,0,NORMAL
processtable,1,0.11,0,0.027230452112479542,0,0,NORMAL
neptune,1,1.0,1,-0.08124636178224098,0,1,ATTACK
normal,0,0.0,0,0.17901967769810306,0,0,NORMAL
httptunnel,1,0.185,0,-0.029161758036637786,0,0,NORMAL
normal,0,0.0,0,0.16474260616927283,0,0,NORMAL
xterm,1,0.32,0,-0.026869899550096332,0,0,NORMAL
normal,0,0.0,0,0.17799352163183935,0,0,NORMAL
normal,0,0.0,0,0.17222206322523498,0,0,NORMAL
buffer_overflow,1,0.085,0,0.0966594651626197,0,0,NORMAL
neptune,1,0.995,1,-0.10810836848413496,1,1,ATTACK
normal,0,0.0,0,0.13414695732630522,0,0,NORMAL
normal,0,0.0,0,0.16194422092780492,0,0,NORMAL
back,1,0.56,1,0.13600717164333387,0,1,ATTACK
guess_passwd,1,0.12,0,0.08489709139277224,0,0,NORMAL
neptune,1,0.99,1,-0.08931056836350981,0,1,ATTACK
neptune,1,0.965,1,-0.09745870659186795,0,1,ATTACK
neptune,1,1.0,1,-0.08732777093160782,0,1,ATTACK
back,1,0.96,1,0.02650438462020277,0,1,ATTACK
guess_passwd,1,0.165,0,0.08352554591626749,0,0,NORMAL
apache2,1,0.125,0,-0.06340274954120628,0,0,NORMAL
processtable,1,0.43,1,0.007664981367502766,0,1,ATTACK
neptune,1,1.0,1,-0.08114693839895659,0,1,ATTACK
guess_passwd,1,0.12,0,0.11685787338179537,0,0,NORMAL
normal,0,0.005,0,0.10663773855245312,0,0,NORMAL
saint,1,1.0,1,-0.13897498107107709,1,1,ATTACK
normal,0,0.0,0,0.11203716148774345,0,0,NORMAL
normal,0,0.0,0,0.16818812904233332,0,0,NORMAL
satan,1,1.0,1,-0.14005669997809866,1,1,ATTACK
mscan,1,0.52,1,-0.10427888732000878,1,1,ATTACK
neptune,1,1.0,1,-0.08335026982183502,0,1,ATTACK
normal,0,0.0,0,0.17920873124430464,0,0,NORMAL
normal,0,0.0,0,0.17584021758241752,0,0,NORMAL
satan,1,1.0,1,-0.1423417518322192,1,1,ATTACK
normal,0,0.0,0,0.18023333174738676,0,0,NORMAL
smurf,1,1.0,1,0.009337070327635422,0,1,ATTACK
normal,0,0.0,0,0.13567205928146264,0,0,NORMAL
neptune,1,1.0,1,-0.10123487750449989,1,1,ATTACK
normal,0,0.0,0,0.17842976535521915,0,0,NORMAL
normal,0,0.0,0,0.1739346560286505,0,0,NORMAL
neptune,1,1.0,1,-0.07511594557559742,0,1,ATTACK
processtable,1,0.32,0,-0.08352425935953023,0,0,NORMAL
normal,0,0.0,0,0.18075423094180942,0,0,NORMAL
neptune,1,1.0,1,-0.08049547073719587,0,1,ATTACK
neptune,1,1.0,1,-0.08070094629888869,0,1,ATTACK
normal,0,0.0,0,0.17448032046322592,0,0,NORMAL
mscan,1,0.37,0,-0.03386542585992247,0,0,NORMAL
neptune,1,1.0,1,-0.0769853686597165,0,1,ATTACK
normal,0,0.0,0,0.1811560493929275,0,0,NORMAL
neptune,1,1.0,1,-0.06349262245181297,0,1,ATTACK
